component,pattern,column
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_best_describes_your_usual_travel_role
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_measures_would_make_you_feel_more_secure_about_starting_the_renovation_process_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_options_would_make_this_type_of_renovation_seem_more_meaningful_to_you_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_help_reduce_your_concerns_about_disruption_comfort_or_quality_of_life_caused_by_the_renovation_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_help_you_feel_better_informed_and_more_confident_about_this_renovation_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_make_energy_efficiency_or_greater_energy_self_sufficiency_feel_more_interesting_engaging_or_appealing_to_you
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_make_energy_renovations_feel_more_socially_encouraged_visible_or_relevant_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_make_you_feel_more_willing_and_able_to_undertake_the_renovation_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_make_you_more_convinced_that_the_renovation_is_financially_worthwhile_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_of_the_following_would_make_you_more_willing_to_undertake_the_renovation_despite_concerns_about_your_social_environment_or_the_people_around_you_please_select_all_that_apply
concerns_barriers,concern|barrier|worry|fear,rv_concerns2__which_statement_best_describes_you_when_making_an_investment_decision_related_to_your_household
concerns_barriers,concern|barrier|worry|fear,rv_decision__environmental_concerns_i_always_review_and_assess_the_pros_and_cons_of_my_decisions_in_relation_to_the_environment_before_making_a_decision
concerns_barriers,concern|barrier|worry|fear,rv_decision__how_did_you_feel_after_the_process_of_implementing_or_contracting_this_technology_or_energy_related_measure_fear
concerns_barriers,concern|barrier|worry|fear,rv_decision__how_did_you_feel_during_the_process_of_implementing_or_contracting_this_technology_or_energy_related_measure_fear
concerns_barriers,concern|barrier|worry|fear,rv_decision__how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_fear
concerns_barriers,concern|barrier|worry|fear,rv_decision__how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_fear_1
concerns_barriers,concern|barrier|worry|fear,rv_decision__how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_fear_2
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_energy_provider_or_tariff
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_change_mobility_habits_use_the_car_less_more_public_transport_walking_or_cycling
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_improving_the_energy_efficiency_of_my_home_insulation_windows_etc
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_installing_renewable_energy_solutions_at_home_e_g_solar_panels
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_join_an_energy_community_or_collective_self_consumption_scheme
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_others_not_listed_here
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_purchase_more_energy_efficient_appliances
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_reduce_electricity_consumption_at_home_lighting_appliances_etc
concerns_barriers,concern|barrier|worry|fear,rv_energy_crisis__why_you_arent_doing_it_what_is_the_primary_barrier_preventing_you_from_fully_adopting_these_energy_saving_behaviors_reduce_the_use_of_heating_or_air_conditioning
determinants_32,^det_\d{2}_,det_01_profits
determinants_32,^det_\d{2}_,det_02_credit_score
determinants_32,^det_\d{2}_,det_03_risk_profile
determinants_32,^det_\d{2}_,det_04_added_value
determinants_32,^det_\d{2}_,det_05_frugality
determinants_32,^det_\d{2}_,det_06_climate_protection
determinants_32,^det_\d{2}_,det_07_legal
determinants_32,^det_\d{2}_,det_08_trust
determinants_32,^det_\d{2}_,det_09_safety
determinants_32,^det_\d{2}_,det_10_cost_efficiency
determinants_32,^det_\d{2}_,det_11_knowledge
determinants_32,^det_\d{2}_,det_12_own_competence
determinants_32,^det_\d{2}_,det_13_technical_fit
determinants_32,^det_\d{2}_,det_14_environmental_concerns
determinants_32,^det_\d{2}_,det_15_self_satisfaction
determinants_32,^det_\d{2}_,det_16_commitment
determinants_32,^det_\d{2}_,det_17_adherence
determinants_32,^det_\d{2}_,det_18_autonomy
determinants_32,^det_\d{2}_,det_19_wellbeing
determinants_32,^det_\d{2}_,det_20_coziness
determinants_32,^det_\d{2}_,det_21_rights_and_duties
determinants_32,^det_\d{2}_,det_22_peer_pressure
determinants_32,^det_\d{2}_,det_23_support
determinants_32,^det_\d{2}_,det_24_socialising
determinants_32,^det_\d{2}_,det_25_agreement
determinants_32,^det_\d{2}_,det_26_novelty
determinants_32,^det_\d{2}_,det_27_fun
determinants_32,^det_\d{2}_,det_28_recognition
determinants_32,^det_\d{2}_,det_29_trends
determinants_32,^det_\d{2}_,det_30_authority
determinants_32,^det_\d{2}_,det_31_approval
determinants_32,^det_\d{2}_,det_32_own_significance
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_fossil_fuel_or_biomass_based_heating_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_heat_pump_based_heating_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__if_you_were_planning_a_major_energy_renovation_for_your_home_e_g_replacing_your_heating_system_or_upgrading_insulation_which_of_the_following_sources_would_you_trust_most_for_advice_please_select_up_to_three_options
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__if_you_were_undertaking_a_major_home_renovation_e_g_replacing_your_heating_system_or_upgrading_insulation_which_channels_would_you_trust_most_for_information_please_rank_the_following_from_most_trusted_top_to_least_trusted_bottom
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_fossil_fuel_or_biomass_based_heating_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_heat_pump_based_heating_system
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_concern_for_each_of_the_following_social_paradigms_on_a_scale_from_not_at_all_concerned_to_very_concerned_power_outages_or_interruptions_in_electricity_supply
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_biomass_biofuels
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_fossil_fuel_power_plants
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_geothermal_energy
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_large_scale_hydropower
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_large_scale_solar_farms_pv
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_nuclear_fission
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_nuclear_fusion
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_ocean_energy
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_offshore_wind
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_onshore_wind
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_electricity_generation_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_self_supply_solar_pv
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_energy_system_infrastructure_on_a_scale_from_strongly_oppose_to_strongly_support_green_fuel_production
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_heating_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_biomass_or_biofuels
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_heating_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_district_heating_networks
energy_crisis,energy_crisis|crisis|inflation|electricity|gas|heating|fuel,rv_concerns2__please_rate_your_level_of_support_for_each_of_the_following_heating_technologies_on_a_scale_from_strongly_oppose_to_strongly_support_electric_radiators_heaters
