"","survey","variable","question"
"136","decision","how_many_days_do_you_think_it_would_take_you_to_implement_or_contract_this_technology_or_measure_please_answer_off_the_top_of_your_head_if_you_do_not_know_please_skip_this_question","How many days do you think it would take you to implement or contract this technology or measure? Please answer off the top of your head. If you do not know, please skip this question."
"137","decision","how_many_days_should_the_implementation_or_contracting_of_this_technology_or_measure_take_for_you_to_be_willing_to_go_ahead_if_you_do_not_know_please_skip_this_question_1","How many days should the implementation or contracting of this technology or measure take for you to be willing to go ahead? If you do not know, please skip this question."
"138","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_joy_1","How do you feel about implementing or contracting this technology or measure?: Joy"
"139","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_trust_1","How do you feel about implementing or contracting this technology or measure?: Trust"
"140","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_fear_1","How do you feel about implementing or contracting this technology or measure?: Fear"
"141","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_surprise_1","How do you feel about implementing or contracting this technology or measure?: Surprise"
"142","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_sadness_1","How do you feel about implementing or contracting this technology or measure?: Sadness"
"143","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_disgust_1","How do you feel about implementing or contracting this technology or measure?: Disgust"
"144","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_anger_1","How do you feel about implementing or contracting this technology or measure?: Anger"
"145","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_anticipation_1","How do you feel about implementing or contracting this technology or measure?: Anticipation"
"146","decision","what_would_make_you_more_likely_to_implement_or_contract_this_technology_or_measure_please_select_the_3_most_important_for_you_1","What would make you more likely to implement or contract this technology or measure? Please select the 3 most important for you."
"147","decision","is_there_any_technology_or_energy_realted_measure_on_this_list_that_you_would_never_install_in_your_home_if_there_is_more_than_one_please_choose_the_one_you_feel_most_strongly_against_if_you_have_no_objections_to_any_of_the_technologies_please_select_the_none_option","Is there any technology or energy-realted measure on this list that you would never install in your home? If there is more than one, please choose the one you feel most strongly against. (If you have no objections to any of the technologies, please select the ""None"" option)."
"148","decision","how_much_do_you_think_it_would_cost_you_to_implement_or_contract_this_technology_or_measure_please_answer_off_the_top_of_your_head_if_you_do_not_know_the_answer_please_skip_the_question","How much do you think it would cost you to implement or contract this technology or measure? Please answer off the top of your head. If you do not know the answer, please skip the question."
"149","decision","what_would_be_the_maximum_acceptable_cost_of_this_technology_or_measure_for_you_to_implement_or_contract_it_if_you_do_not_know_the_answer_please_skip_the_question","What would be the maximum acceptable cost of this technology or measure for you to implement or contract it? If you do not know the answer, please skip the question."
"150","decision","energy_efficient_technologies_and_measures_can_pay_for_themselves_through_energy_savings_over_time_after_how_many_years_of_savings_would_you_expect_the_technology_or_measure_to_have_covered_its_initial_cost_for_you_to_consider_it_a_worthwhile_investment_if_you_do_not_know_the_answer_please_skip_the_question","Energy-efficient technologies and measures can pay for themselves through energy savings over time. After how many years of savings would you expect the technology or measure to have covered its initial cost for you to consider it a worthwhile investment? If you do not know the answer, please skip the question."
"151","decision","how_many_days_do_you_think_it_would_take_to_implement_or_contract_this_technology_or_measure_please_answer_off_the_top_of_your_head_if_you_do_not_know_the_answer_please_skip_the_question","How many days do you think it would take to implement or contract this technology or measure? Please answer off the top of your head. If you do not know the answer, please skip the question."
"152","decision","how_many_days_should_the_implementation_or_contracting_of_this_technology_or_energy_related_measure_take_for_you_to_be_willing_to_go_ahead_if_you_do_not_know_the_answer_please_skip_the_question","How many days should the implementation or contracting of this technology or energy-related measure take for you to be willing to go ahead? If you do not know the answer, please skip the question."
"153","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_joy_2","How do you feel about implementing or contracting this technology or measure?: Joy"
"154","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_trust_2","How do you feel about implementing or contracting this technology or measure?: Trust"
"155","decision","how_do_you_feel_about_implementing_or_contracting_this_technology_or_measure_fear_2","How do you feel about implementing or contracting this technology or measure?: Fear"
